CO_FRAC_RA,x,y,plata,tiemposMin,POB
10_7_2,-58.50541386,-34.62409737,14,72.88333333,570
10_7_3,-58.50453661,-34.62121325,13.75,66.7,603
10_7_4,-58.50143158,-34.61936553,13.75,60.93333333,546
10_7_5,-58.49754934,-34.61732562,13.75,63.83333333,406
10_7_6,-58.49422177,-34.61743642,13.75,65.6,483
10_7_7,-58.49688569,-34.6186092,13.75,62.35,722
10_7_8,-58.4972795,-34.62022133,13.75,60.01666667,545
10_7_9,-58.50001161,-34.62177828,13.75,60.13333333,491
10_8_1,-58.51234139,-34.6268209,11.5,58.95,524
10_8_2,-58.51247231,-34.62996803,11.5,56.8,640
10_8_3,-58.51073286,-34.62731224,11.5,56.55,367
10_8_4,-58.5091177,-34.62850338,11.5,57.51666667,494
10_8_5,-58.50857607,-34.6305193,11.5,55.9,411
10_8_6,-58.50830086,-34.63257161,6.75,71,397
10_8_7,-58.50575117,-34.63107037,11.5,51.4,590
10_8_8,-58.50314405,-34.63214207,11.5,47.46666667,544
10_8_9,-58.50637255,-34.63460162,6.75,67.16666667,394
10_9_1,-58.50479642,-34.62764569,11.5,56.48333333,408
10_9_10,-58.49864086,-34.62861283,11.5,54.36666667,424
10_9_2,-58.50277168,-34.62630265,14,70.31666667,426
10_9_3,-58.5001601,-34.62463783,13.75,60.75,411
10_9_4,-58.49882182,-34.62310675,13.75,60.36666667,422
10_9_5,-58.49671112,-34.62439986,13.75,58.28333333,481
10_9_6,-58.50083551,-34.62696736,13.75,63.08333333,521
10_9_7,-58.50222935,-34.63028613,11.5,51.31666667,446
10_9_8,-58.50009098,-34.6280213,11.5,55.76666667,381
10_9_9,-58.49598586,-34.62585105,13.75,59.83333333,335
11_1_1,-58.51430611,-34.58447927,11.5,54.85,459
11_1_10,-58.50501506,-34.59321854,8.6,45,411
11_1_11,-58.5056355,-34.59495543,8.6,44.11666667,466
11_1_12,-58.50897903,-34.59433215,8.6,46,361
11_1_2,-58.51621422,-34.58875401,8.6,56.76666667,474
11_1_3,-58.51387674,-34.58702186,8.6,57.88333333,355
11_1_4,-58.51048287,-34.58713956,13.75,62.08333333,432
11_1_5,-58.51149454,-34.58833021,8.6,55.63333333,278
11_1_6,-58.51299688,-34.5897398,8.6,53.83333333,370
11_1_7,-58.51093459,-34.59098805,8.6,51.23333333,351
11_1_8,-58.50872008,-34.58975903,13.75,55.26666667,332
11_1_9,-58.50764981,-34.591778,8.6,48.11666667,390
11_10_1,-58.49238744,-34.59866509,6.75,65.46666667,338
11_10_10,-58.48053111,-34.6003172,6.75,60.41666667,406
11_10_2,-58.4903873,-34.59829872,6.75,64.23333333,459
11_10_3,-58.48945589,-34.59933176,6.75,64.68333333,330
11_10_4,-58.48996288,-34.60076365,6.75,68.53333333,434
11_10_5,-58.48775923,-34.59992177,6.75,65.3,476
11_10_6,-58.48695561,-34.59836634,6.75,62.53333333,486
11_10_7,-58.48602629,-34.59961689,6.75,63.08333333,546
11_10_8,-58.48352859,-34.59892685,6.75,61.5,372
11_10_9,-58.48521006,-34.60081537,6.75,64.66666667,420
11_11_1,-58.48259027,-34.60254629,6.75,63.45,409
11_11_2,-58.48157262,-34.6042177,6.75,63.71666667,449
11_11_3,-58.47938019,-34.60245341,6.75,58.68333333,490
11_11_4,-58.47713951,-34.60200519,6.75,56.38333333,147
11_11_5,-58.47792521,-34.60451002,6.75,58.6,450
11_11_6,-58.48028936,-34.60561847,6.75,63.63333333,499
11_11_7,-58.47907362,-34.60719844,6.75,63.51666667,445
11_11_8,-58.47622445,-34.60611258,6.75,64.38333333,425
11_11_9,-58.47513935,-34.60461693,6.75,59.03333333,435
11_12_1,-58.48862303,-34.60234146,6.75,72.11666667,290
11_12_10,-58.4843567,-34.60860173,6.75,63.78333333,295
11_12_2,-58.48681003,-34.60280542,6.75,66.55,275
11_12_3,-58.48536538,-34.60320602,6.75,64.45,498
11_12_4,-58.48792492,-34.60445013,6.75,65.85,305
11_12_5,-58.48606091,-34.60663532,6.75,65.33333333,335
11_12_6,-58.48423388,-34.6053168,6.75,64.6,428
11_12_7,-58.48409488,-34.60687051,6.75,64.23333333,315
11_12_8,-58.48187955,-34.60732301,6.75,65.43333333,371
11_12_9,-58.48206064,-34.60849486,6.75,64.6,295
11_13_1,-58.49349068,-34.60209739,6.75,73.13333333,301
11_13_10,-58.48925268,-34.60847509,6.75,64.56666667,302
11_13_11,-58.48802794,-34.60980131,6.75,65.3,398
11_13_2,-58.49382353,-34.60306994,6.75,71.6,369
11_13_3,-58.49183767,-34.60304752,6.75,72.98333333,326
11_13_4,-58.4934903,-34.60467421,6.75,70.91666667,346
11_13_5,-58.49111175,-34.60394211,6.75,72.36666667,385
11_13_6,-58.49110246,-34.60581792,6.75,70.2,397
11_13_7,-58.48962889,-34.60680723,6.75,69.83333333,376
11_13_8,-58.48833536,-34.60606325,6.75,66.08333333,329
11_13_9,-58.48624912,-34.60852489,6.75,64.11666667,505
11_14_1,-58.49659026,-34.61041627,14,67.15,464
11_14_2,-58.49341339,-34.6083144,6.75,71.96666667,391
11_14_3,-58.49363655,-34.61005886,6.75,73.86666667,493
11_14_4,-58.49533033,-34.61250673,14,65.66666667,349
11_14_5,-58.49192874,-34.61069618,6.75,71.11666667,446
11_14_6,-58.49138318,-34.61209687,6.75,73.48333333,495
11_14_7,-58.49414754,-34.61392213,14,68.03333333,720
11_15_1,-58.49218513,-34.61529522,13.75,64.06666667,503
11_15_10,-58.48393649,-34.61137806,6.75,71.71666667,443
11_15_11,-58.48492467,-34.61293963,6.75,71.78333333,529
11_15_2,-58.49034568,-34.61611212,13.75,61.71666667,457
11_15_3,-58.48952167,-34.61379918,6.75,73.71666667,518
11_15_4,-58.48780149,-34.61338316,6.75,72.36666667,472
11_15_5,-58.48747398,-34.61142317,6.75,71.83333333,428
11_15_6,-58.48499645,-34.61048132,6.75,70.95,416
11_15_7,-58.48089263,-34.60944866,6.75,69.38333333,334
11_15_8,-58.48046827,-34.61038718,13.5,56.2,389
11_15_9,-58.48080856,-34.61131889,13.75,58.26666667,371
11_16_1,-58.48395784,-34.61528228,13.5,57.55,424
11_16_10,-58.48120757,-34.6170522,13.5,54.31666667,341
11_16_2,-58.48223269,-34.61426593,13.75,58.68333333,442
11_16_3,-58.48066707,-34.61320567,13.75,55.06666667,356
11_16_4,-58.47914051,-34.61168914,13.5,54.41666667,310
11_16_5,-58.4773155,-34.61286558,13.75,53.28333333,378
11_16_6,-58.47611558,-34.61437171,13.75,54.85,451
11_16_7,-58.4781964,-34.61404315,13.75,53.16666667,394
11_16_8,-58.47906724,-34.61521607,13.5,52.01666667,474
11_16_9,-58.48137704,-34.61571671,13.5,54.08333333,319
11_17_1,-58.48854411,-34.61692623,13.75,60.31666667,406
11_17_2,-58.4852239,-34.61664476,13.75,62.23333333,382
11_17_3,-58.48764851,-34.61821542,13.75,59.25,439
11_17_4,-58.48624704,-34.61948613,13.75,56.91666667,478
11_17_5,-58.48369283,-34.61927341,13.75,58.56666667,417
11_17_6,-58.4841711,-34.62228448,13.75,54.53333333,552
11_17_7,-58.48215756,-34.62115683,13.75,52.23333333,456
11_17_8,-58.48101491,-34.62354746,13.75,53.08333333,431
11_18_1,-58.48070034,-34.62007738,13.75,55.11666667,425
11_18_2,-58.47912833,-34.61738835,13.5,54.36666667,424
11_18_3,-58.47832701,-34.61839559,13.75,51.71666667,490
11_18_4,-58.47755528,-34.6194562,13.75,51.08333333,495
11_18_5,-58.47579383,-34.61706032,13.75,53.56666667,411
11_18_6,-58.47451508,-34.61638202,13.75,52.11666667,757
11_18_7,-58.47358696,-34.61934718,13.5,47.16666667,485
11_18_8,-58.47622982,-34.62094149,13.5,47.26666667,477
11_18_9,-58.47826236,-34.62235265,7.5,48.28333333,410
11_19_1,-58.47720023,-34.60810414,6.75,64.25,279
11_19_2,-58.4749439,-34.60803948,14,54.46666667,421
11_19_3,-58.47677474,-34.60901268,13.75,54.8,355
11_19_4,-58.4770689,-34.61012616,13.75,52.63333333,471
11_19_5,-58.47574205,-34.6117873,13.75,51.53333333,399
11_19_6,-58.47425379,-34.61290338,13.75,52.68333333,455
11_19_7,-58.47324194,-34.61477986,13.75,48.95,482
11_19_8,-58.47140868,-34.61634056,13.75,48.85,448
11_19_9,-58.47064474,-34.61818245,13.75,46.65,426
11_2_1,-58.51938345,-34.594598,8.6,53.13333333,412
11_2_10,-58.5184361,-34.60072545,11.5,49.86666667,463
11_2_11,-58.51348557,-34.59772741,11.5,50.28333333,406
11_2_2,-58.51681821,-34.59157237,8.6,54.61666667,482
11_2_3,-58.51295799,-34.59251107,8.6,48.53333333,371
11_2_4,-58.51164885,-34.59422271,8.6,45.66666667,275
11_2_5,-58.51447756,-34.59480227,8.6,48.91666667,512
11_2_6,-58.51807156,-34.59658401,8.6,52.28333333,490
11_2_7,-58.51755722,-34.59813819,11.5,51.11666667,400
11_2_8,-58.52144193,-34.59984247,8.6,50.48333333,423
11_2_9,-58.52312782,-34.603197,11.5,52.61666667,322
11_20_1,-58.47225862,-34.60638428,6.75,64.01666667,456
11_20_10,-58.46694069,-34.61040213,13.75,49.16666667,371
11_20_11,-58.46942822,-34.61130322,13.75,48.8,349
11_20_2,-58.47014785,-34.60490209,6.75,56.76666667,414
11_20_3,-58.46887498,-34.60715802,6.75,62.8,612
11_20_4,-58.47143604,-34.60834571,13.75,50.8,474
11_20_5,-58.47375388,-34.60954855,13.75,54.46666667,398
11_20_6,-58.47233626,-34.61237938,13.75,53.63333333,354
11_20_7,-58.47118345,-34.61176071,13.75,51.41666667,310
11_20_8,-58.47027115,-34.60986539,13.75,48.91666667,257
11_20_9,-58.46770321,-34.60866561,13.75,51.33333333,454
11_21_1,-58.46799509,-34.60331709,6.75,55.83333333,394
11_21_10,-58.4638234,-34.60904234,13.75,46.31666667,429
11_21_11,-58.46254255,-34.60760228,13.75,43.36666667,490
11_21_2,-58.46700436,-34.60522897,6.75,57.95,365
11_21_3,-58.46593234,-34.60390173,6.75,54.68333333,473
11_21_4,-58.46380667,-34.6043322,6.75,55.36666667,360
11_21_5,-58.46019921,-34.60498777,6.75,49.01666667,464
11_21_6,-58.46190505,-34.60573808,6.75,54.76666667,488
11_21_7,-58.46368546,-34.60628934,6.75,57.6,368
11_21_8,-58.46551417,-34.60674095,6.75,57.31666667,365
11_21_9,-58.46563787,-34.60779721,6.75,57.4,307
11_22_1,-58.46273494,-34.61064437,13.75,50.53333333,454
11_22_10,-58.46059739,-34.61377859,7.5,47.08333333,417
11_22_11,-58.46276448,-34.61495278,7.5,45.78333333,369
11_22_2,-58.46507299,-34.61181904,13.75,50.7,516
11_22_3,-58.46669854,-34.61400614,13.75,50.81666667,512
11_22_4,-58.46962759,-34.61380092,13.75,51.3,364
11_22_5,-58.46893512,-34.61521553,13.75,49.2,462
11_22_6,-58.46783825,-34.61672342,13.75,48.61666667,527
11_22_7,-58.46547707,-34.61605889,13.75,45.93333333,453
11_22_8,-58.4643938,-34.61371068,13.75,49.48333333,398
11_22_9,-58.46145192,-34.61183071,13.75,47.11666667,391
11_3_1,-58.50970997,-34.59892902,11.5,49,297
11_3_10,-58.50389229,-34.60000826,6.75,70.1,353
11_3_11,-58.50553538,-34.60161,6.75,70.2,317
11_3_12,-58.50526864,-34.60428645,6.75,75.05,402
11_3_2,-58.50882662,-34.59705113,8.6,48.98333333,366
11_3_3,-58.5053705,-34.59612321,8.6,44.73333333,312
11_3_4,-58.50684181,-34.59799773,11.5,51.96666667,281
11_3_5,-58.50726106,-34.60029852,11.5,50.03333333,253
11_3_6,-58.50360668,-34.59704192,6.75,71.71666667,359
11_3_7,-58.50248747,-34.5977338,6.75,70.03333333,345
11_3_8,-58.49922505,-34.59706146,6.75,67.88333333,348
11_3_9,-58.50096218,-34.59880298,6.75,67.43333333,337
11_4_1,-58.51901315,-34.60499448,11.5,50.65,411
11_4_10,-58.50966684,-34.60624669,11.5,47.9,333
11_4_11,-58.5092577,-34.60786808,11.5,51.08333333,438
11_4_12,-58.50700056,-34.60638156,11.5,51.58333333,429
11_4_13,-58.5060268,-34.60531009,11.5,52.18333333,385
11_4_2,-58.51678327,-34.60426827,11.5,47.78333333,404
11_4_3,-58.51734006,-34.60242902,11.5,47.78333333,279
11_4_4,-58.51324739,-34.60024952,11.5,46.48333333,357
11_4_5,-58.51082695,-34.60193206,11.5,44.61666667,347
11_4_6,-58.51367813,-34.60413836,11.5,44.1,307
11_4_7,-58.51599215,-34.60679236,11.5,49.18333333,324
11_4_8,-58.51435047,-34.60720293,11.5,48.88333333,351
11_4_9,-58.51046893,-34.60465895,11.5,45.43333333,382
11_5_1,-58.5254999,-34.60797963,11.5,57.01666667,352
11_5_10,-58.5237992,-34.61313426,6.75,80.51666667,367
11_5_2,-58.52179711,-34.6054646,11.5,54.41666667,437
11_5_3,-58.51962836,-34.6073001,11.5,51.76666667,511
11_5_4,-58.51802499,-34.6090081,6.75,77.9,278
11_5_5,-58.52018556,-34.60913451,6.75,80.1,409
11_5_6,-58.52302341,-34.60957698,6.75,82.01666667,419
11_5_7,-58.52091396,-34.6108797,6.75,78.4,362
11_5_8,-58.52438654,-34.61114094,6.75,81.43333333,397
11_5_9,-58.5262565,-34.61199697,6.75,83.28333333,389
11_6_1,-58.51251719,-34.607833,11.5,50.3,334
11_6_10,-58.51472453,-34.61650631,14,76.56666667,398
11_6_11,-58.51570555,-34.61884531,14,79.51666667,436
11_6_2,-58.51201786,-34.60999539,6.75,78.41666667,504
11_6_3,-58.51413406,-34.60951852,6.75,78.08333333,401
11_6_4,-58.51665159,-34.61173267,6.75,80.1,464
11_6_5,-58.52153541,-34.6137442,6.75,82.01666667,391
11_6_6,-58.52010108,-34.61468174,6.75,83.41666667,416
11_6_7,-58.51773676,-34.61494031,6.75,84.65,450
11_6_8,-58.51934574,-34.61702597,6.75,88.93333333,345
11_6_9,-58.51714152,-34.6177274,14,79.46666667,413
11_7_1,-58.51378636,-34.61435153,6.75,84.76666667,1776
11_7_10,-58.50441035,-34.61122942,14,71.2,417
11_7_11,-58.50680608,-34.61304058,14,67,399
11_7_12,-58.51073182,-34.61551576,14,72.15,399
11_7_2,-58.5117653,-34.61323512,6.75,84.56666667,418
11_7_3,-58.51049083,-34.61246275,6.75,82.76666667,392
11_7_4,-58.50922098,-34.61163695,14,69.33333333,448
11_7_5,-58.50784268,-34.61064332,6.75,81.53333333,430
11_7_6,-58.50612512,-34.60930412,6.75,81.65,391
11_7_7,-58.50373751,-34.60719047,6.75,79.23333333,397
11_7_8,-58.5016093,-34.60874596,14,68.01666667,333
11_7_9,-58.50301471,-34.6096564,14,68.2,403
11_8_1,-58.50112244,-34.60573173,6.75,77.46666667,456
11_8_2,-58.49858633,-34.60473668,6.75,77.9,418
11_8_3,-58.4970913,-34.60384018,6.75,75.68333333,235
11_8_4,-58.4961833,-34.60332193,6.75,71.38333333,323
11_8_5,-58.49582801,-34.60538986,6.75,71.1,280
11_8_6,-58.49936516,-34.60708455,6.75,78.66666667,518
11_8_7,-58.49809853,-34.60861218,6.75,77.58333333,462
11_8_8,-58.49532071,-34.60723387,6.75,70.83333333,474
11_8_9,-58.49374794,-34.60619163,6.75,71.81666667,384
11_9_1,-58.50299555,-34.6034821,6.75,73.86666667,439
11_9_10,-58.49238521,-34.60105307,6.75,69.96666667,365
11_9_11,-58.49468998,-34.60052279,6.75,71.21666667,260
11_9_12,-58.49611982,-34.60110775,6.75,70.93333333,286
11_9_2,-58.49992619,-34.60316744,6.75,78.05,432
11_9_3,-58.49900488,-34.60130957,6.75,70.73333333,491
11_9_4,-58.50183112,-34.6011976,6.75,70.01666667,326
11_9_5,-58.49921959,-34.59967458,6.75,69,372
11_9_6,-58.49748954,-34.59938279,6.75,68.66666667,299
11_9_7,-58.49599066,-34.5984029,6.75,66.85,370
11_9_8,-58.49401588,-34.59884123,6.75,66.95,376
11_9_9,-58.49295773,-34.60025502,6.75,68.21666667,236
12_1_1,-58.50542276,-34.56650183,13.75,52.4,243
12_1_10,-58.49537776,-34.55403576,13.75,64.16666667,433
12_1_11,-58.49185585,-34.55341687,13.75,62.26666667,506
12_1_2,-58.50172567,-34.56369765,13.75,50.08333333,267
12_1_3,-58.4978078,-34.5588478,0,56.16666667,318
12_1_4,-58.49808814,-34.55071372,13.75,65.61666667,443
12_1_5,-58.49454357,-34.54899098,0,63.08333333,300
12_1_6,-58.49341676,-34.54976308,0,61.56666667,370
12_1_7,-58.48902894,-34.54942979,0,64.21666667,529
12_1_8,-58.48982222,-34.55079077,0,61.36666667,244
12_1_9,-58.49303129,-34.55186964,0,61.66666667,463
12_10_1,-58.48657928,-34.56565706,7.5,46.08333333,496
12_10_10,-58.48090234,-34.56912003,7.5,42.78333333,382
12_10_11,-58.47859151,-34.56763031,7.5,46.53333333,479
12_10_2,-58.48445715,-34.56638059,7.5,45.56666667,511
12_10_3,-58.48341401,-34.5642496,7.5,50.31666667,348
12_10_4,-58.48102692,-34.56405463,13.75,51.65,392
12_10_5,-58.4767398,-34.56661768,13.75,51.51666667,387
12_10_6,-58.48006023,-34.56619625,7.5,47,459
12_10_7,-58.48406228,-34.56765826,7.5,43.23333333,412
12_10_8,-58.48409506,-34.56998915,7.5,38.53333333,622
12_10_9,-58.48269192,-34.5686797,7.5,41.13333333,426
12_11_1,-58.47860361,-34.57111587,7.5,41.71666667,394
12_11_10,-58.47087627,-34.57259408,13.5,42.36666667,413
12_11_11,-58.47111534,-34.57476428,7.5,40.25,375
12_11_2,-58.47816078,-34.56950329,7.5,43.91666667,359
12_11_3,-58.47675724,-34.57076727,7.5,43.03333333,298
12_11_4,-58.47578013,-34.57344634,7.5,38.41666667,459
12_11_5,-58.47405338,-34.57378308,7.5,39.23333333,495
12_11_6,-58.47490425,-34.57041903,7.5,44.2,420
12_11_7,-58.47365461,-34.57017194,7.5,45.56666667,395
12_11_8,-58.47323396,-34.56928305,7.5,46.66666667,487
12_11_9,-58.47186718,-34.5689886,13.75,51.86666667,417
12_12_1,-58.4823533,-34.5761315,7.5,32.1,322
12_12_2,-58.48075748,-34.57502504,7.5,34.45,643
12_12_3,-58.47811754,-34.57390509,7.5,36.36666667,698
12_12_4,-58.4763516,-34.57583546,7.5,36.28333333,452
12_12_5,-58.47914653,-34.57622618,7.5,33.55,414
12_12_6,-58.48102806,-34.57706227,7.5,30.26666667,276
12_12_7,-58.47907726,-34.57833837,7.5,30.4,461
12_12_8,-58.47693899,-34.57747493,7.5,34.36666667,369
12_13_1,-58.48361055,-34.57297852,7.5,35.33333333,487
12_13_2,-58.48108252,-34.57125238,7.5,39.65,448
12_13_3,-58.47944989,-34.57258052,7.5,38.1,892
12_13_4,-58.48164495,-34.57296103,7.5,37.41666667,644
12_13_5,-58.48158458,-34.57418299,7.5,36.28333333,539
12_13_6,-58.48346073,-34.57523467,7.5,34.65,467
12_13_7,-58.48457126,-34.5744723,7.5,34.98333333,226
12_14_1,-58.48652892,-34.57641898,7.5,36.5,435
12_14_10,-58.48094877,-34.58036795,7.5,33.25,542
12_14_2,-58.4853168,-34.5758421,7.5,34.65,419
12_14_3,-58.48426568,-34.57731495,7.5,33.15,342
12_14_4,-58.48527407,-34.57789085,7.5,34.51666667,467
12_14_5,-58.48628129,-34.57846595,7.5,35.85,473
12_14_6,-58.48474847,-34.57937516,7.5,33.73333333,368
12_14_7,-58.48279864,-34.57777405,7.5,31.76666667,548
12_14_8,-58.48146748,-34.5791682,7.5,31.13333333,541
12_14_9,-58.4837013,-34.5808803,7.5,35,393
12_15_1,-58.49304885,-34.57981887,7.5,42.48333333,472
12_15_10,-58.48960212,-34.58280794,7.5,42.06666667,409
12_15_11,-58.48728916,-34.58315127,7.5,40.61666667,389
12_15_12,-58.4853047,-34.58204089,7.5,37.98333333,407
12_15_13,-58.48662416,-34.58042145,7.5,36.43333333,279
12_15_2,-58.49130215,-34.57908372,7.5,40.36666667,464
12_15_3,-58.48996076,-34.57810152,7.5,38.6,457
12_15_4,-58.48842936,-34.57613522,7.5,35.18333333,517
12_15_5,-58.48796721,-34.57788618,7.5,38.86666667,463
12_15_6,-58.48716628,-34.57898691,7.5,36.96666667,361
12_15_7,-58.48799304,-34.57945095,7.5,38.1,461
12_15_8,-58.48853296,-34.58055598,7.5,38.78333333,485
12_15_9,-58.49080754,-34.5809009,7.5,42.35,535
12_16_1,-58.49272352,-34.57368881,7.5,38.71666667,617
12_16_10,-58.48872689,-34.57401021,7.5,31.45,334
12_16_11,-58.49140831,-34.57505314,7.5,35.75,413
12_16_12,-58.49024253,-34.57552329,7.5,33.71666667,375
12_16_13,-58.49088942,-34.57645268,7.5,35.8,263
12_16_2,-58.49105457,-34.57199388,7.5,35.7,484
12_16_3,-58.48938744,-34.57207878,7.5,33.61666667,506
12_16_4,-58.48817561,-34.57035736,7.5,36.8,630
12_16_5,-58.48697091,-34.57115737,7.5,35.53333333,805
12_16_6,-58.48539675,-34.5704842,7.5,37.43333333,837
12_16_7,-58.48526414,-34.57293044,7.5,33.35,397
12_16_8,-58.48548659,-34.57237117,7.5,33.61666667,628
12_16_9,-58.48716329,-34.57271019,7.5,33.21666667,433
12_17_1,-58.49884794,-34.56730413,13.75,48.5,491
12_17_2,-58.49586418,-34.56841092,7.5,45.76666667,538
12_17_3,-58.49507794,-34.56944264,7.5,44.11666667,444
12_17_4,-58.49054658,-34.56698277,7.5,42.68333333,402
12_17_5,-58.48962169,-34.56804088,7.5,40.91666667,609
12_17_6,-58.4936765,-34.57020821,7.5,41.55,504
12_17_7,-58.49430569,-34.57164931,7.5,41.73333333,534
12_17_8,-58.48917937,-34.56931208,7.5,38.78333333,664
12_18_1,-58.50603482,-34.56971449,13.75,50.78333333,321
12_18_10,-58.49746191,-34.57551821,7.5,45.01666667,377
12_18_11,-58.49455283,-34.57505982,7.5,40.13333333,359
12_18_12,-58.49560311,-34.5773188,7.5,41.61666667,604
12_18_13,-58.49345694,-34.57791732,7.5,40.33333333,290
12_18_2,-58.50220678,-34.56786647,13.5,48.05,431
12_18_3,-58.50361797,-34.57003821,13.75,51.4,403
12_18_4,-58.50282236,-34.57088959,13.75,52.6,417
12_18_5,-58.5016736,-34.57155592,7.5,53.16666667,435
12_18_6,-58.49847488,-34.57020287,7.5,48.33333333,425
12_18_7,-58.50069837,-34.5724107,7.5,51.28333333,450
12_18_8,-58.49966735,-34.573367,7.5,49.18333333,479
12_18_9,-58.49812895,-34.57402552,7.5,46.63333333,412
12_19_1,-58.50902565,-34.57229319,13.75,56.6,396
12_19_10,-58.5043918,-34.57902636,11.5,48.73333333,494
12_19_11,-58.50838246,-34.58067367,11.5,53.56666667,514
12_19_12,-58.50173615,-34.58035283,11.5,44.86666667,397
12_19_13,-58.49753557,-34.57927717,7.5,43.73333333,335
12_19_2,-58.50824857,-34.57476571,13.5,56.71666667,281
12_19_3,-58.51089995,-34.57615371,13.5,58.73333333,356
12_19_4,-58.51245565,-34.58018563,11.5,51.68333333,531
12_19_5,-58.50915811,-34.57829282,13.5,59.03333333,538
12_19_6,-58.50660704,-34.57729578,13.5,56.6,512
12_19_7,-58.50486494,-34.57449897,13.5,55.85,483
12_19_8,-58.49999096,-34.57712475,7.5,47.53333333,471
12_19_9,-58.5022352,-34.57803376,13.5,49.18333333,367
12_2_1,-58.48906797,-34.55440026,13.75,58.46666667,518
12_2_2,-58.4863594,-34.55293515,13.75,59.81666667,345
12_2_3,-58.48507331,-34.5542873,13.75,57.78333333,412
12_2_4,-58.48901322,-34.55623389,13.75,60.86666667,503
12_2_5,-58.48984214,-34.55752085,13.75,56.08333333,521
12_2_6,-58.48866531,-34.55922514,13.75,53.93333333,480
12_2_7,-58.48800783,-34.56106108,13.75,54.21666667,412
12_2_8,-58.48531285,-34.55822484,13.75,53.95,509
12_20_1,-58.50502771,-34.58465943,11.5,52.61666667,415
12_20_2,-58.50368642,-34.58667491,13.75,52.73333333,688
12_20_3,-58.50189136,-34.58464492,13.75,51.91666667,523
12_20_4,-58.50376802,-34.58240624,11.5,50.2,500
12_20_5,-58.49997248,-34.58192971,13.5,51.2,489
12_20_6,-58.49923833,-34.58406918,13.5,51.91666667,491
12_20_7,-58.49709141,-34.58198843,7.5,48.41666667,441
12_20_8,-58.49508661,-34.58128241,7.5,45.88333333,490
12_21_1,-58.4997569,-34.5868008,13.75,52.53333333,564
12_21_10,-58.49087625,-34.58614839,13.5,48.83333333,324
12_21_2,-58.49748991,-34.58539833,13.5,51.41666667,560
12_21_3,-58.49522366,-34.58399541,7.5,51.5,468
12_21_4,-58.49269616,-34.58280564,7.5,45.06666667,533
12_21_5,-58.49117579,-34.58462831,7.5,45.7,420
12_21_6,-58.49415167,-34.58576617,13.5,52.61666667,448
12_21_7,-58.49756919,-34.58768813,13.5,52.81666667,471
12_21_8,-58.49670359,-34.58942423,13.75,52.85,390
12_21_9,-58.49383411,-34.5877594,13.75,48.8,380
12_22_1,-58.51152589,-34.58287739,11.5,54.05,382
12_22_10,-58.49988549,-34.59087968,13.75,55.7,458
12_22_11,-58.50219303,-34.59286732,13.75,56.31666667,464
12_22_2,-58.50759725,-34.58263994,11.5,56.16666667,477
